Word1;Word2;Word3;Word4;Word5;Word6;Word7;Word8;Word9;Word10;Word11;Word12;Word13;Word14;Word15;Word16;Word17;Word18;Word19;Word20;Word21;Word22;Word23;Word24;Word25;Word26;Word27;Word28;Word29;Word30;Word31;Word32;Word33;Word34;Word35;Word36;Word37;Word38;Word39;Word40;Word41;Word42;Word43;Word44;Word45;Word46;Word47;Word48;Char1;Char2;Char3;Char4;Char5;Char6;Capitalrun1;Capitalrun2;Capitalrun3;Spam
0,09;0,38;0,57;0;0,48;0,38;0;0;0;0,38;0;1,53;0,19;0;0,09;0;0,09;0;3,55;0;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,038;0,038;0;0,246;0,894;0,012;4;70;640;1
0,19;0,76;0,19;0;0,19;0,19;0,19;0;0,95;0,38;0,19;0,57;0;0;2,86;0,19;0;3,43;1,71;0;2,09;0;3,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38;0;0;0;0;0;0;0;0;0;0,151;0,303;0,212;0,303;0;11,242;132;742;1
0;0,33;0;0;0,33;0;0;0;0;0;0;0,33;0;0;0;0;0;0,33;0;0;0;0;0;0;0,33;0,33;0;0,67;0;0;0;0;0;0;0,33;0;0;0;0;0;0;0;0;0,33;0;0;0;0,33;0;0,088;0;0;0;0;1,87;15;116;-1
0;0;0;0;0;0;0;0;0;3,77;0;0;0;0;0;0;0;0;1,88;0;0;0;0;1,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,264;0;0;0;0;0;4,333;13;78;1
0;0;0,29;0;0,29;0;0;0;0;0;0;2,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0,187;0;0;0;0;1,484;11;147;-1
0;0;0;0;0;0;0;0;0;1,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,05;1,05;0;2,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,563;0;0;0;0;3,571;11;75;-1
0;0,96;0,96;0;1,44;0;0,48;0;0,48;1,92;0,48;0,96;0,48;0;1,92;0;0;0;0,96;0;0,96;0;4,32;0,48;0;0;0;0;0;0;0;0;0;0;0,48;0;0;0;0;0;0;0;0;0;0;0,48;0;0;0;0,061;0;0,43;0,43;0;25,964;305;727;1
1,03;0;0,68;0;1,03;0;0,68;0;0;0,68;0;0,68;0;0;0,34;0,68;0;0;5,86;0;1,37;0;0,34;0,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34;0;0;0;0;0;0;0,366;0,061;0;1,895;12;91;1
0;1,63;0;0;0;0;3,27;0;0;0;0;0;0;0;0;1,63;1,63;0;0;0;1,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,63;0;0;0;0;0;0;0;0;0;0;0;0;0,36;0;0,54;0,18;0,18;14,818;140;163;1
0;0;0;0;0;0;0;0;0;0,84;0;0,84;0;0;0;0;0;0;2,54;0;1,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,69;0;0;0;0,134;0;0;0;0;1,285;5;27;-1
0;0;0;0;0;0;0;1,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,73;2,73;1,36;0;0;0;0;0;0;0;1,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,541;7;37;-1
0,43;0;0,43;0;0,43;0,43;0;0;0;0,87;0;0,43;0;0;0;0;3,49;0;1,31;0;1,74;0;1,31;0;0;0;0,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,298;0,149;0,074;2,955;47;133;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;-1
0;0;0,23;0;0,46;0;0;0;0,23;0;0;0;0;1,39;0;0;0,23;0;0;0;0,69;0;0;0;0,46;0;0;0;0;0;0;0;0;0;0;0;0,23;0;0;0;0;1,86;0;0;0;0;0;0;0;0,113;0;0,09;0;0,203;2,43;121;666;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,76;0;0;0;0;0;0;0;0;0;1,5;3;6;-1
0;0;0,29;0;0,88;0,14;0;0;0,88;0;0;0,73;0,14;0;0;0;0,29;0;2,2;0;0,88;0;0,14;0,29;0;0;0;0;0;0;0;0;0;0;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,097;0;0,388;0,048;0,024;2,264;49;428;1
0;0;0;0;0,76;0,25;0;1,27;0;0;0;0,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,14;5;65;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0;0;0;3,57;3,57;0;0;0;0,564;0;0;0;0;1,454;5;16;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,333;3;8;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,729;0;0;2,285;7;16;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,448;0;0;2,666;11;24;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,666;6;8;-1
0;0;0,9;0;0;0;0;0;0;0;0;0;1,36;0;0;0;0;0;3,63;0;0,9;0;0;0,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,45;0,45;0;0;0;0,155;0;0,077;0;0;1,545;15;68;-1
0;0,17;0;0;0;0;0,17;0,52;0;0,17;0,35;0,52;0;0;0;0;0,17;0,7;0,87;0;0,7;1,92;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,029;0,147;0,029;0,117;0,058;0,235;3,521;39;419;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,714;4;12;-1
0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;3,01;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,176;0;0;4,476;20;94;1
0;0;0;0;0;0;0;0;0;0;0;1,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,56;0;1,56;0;3,12;0;1,56;0;1,56;1,56;0;0;0;0,215;0,215;0;0;0;1,666;12;30;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,93;0;0,46;0;0;0;4,2;2,8;1,4;0,46;0,46;0,46;0,46;0,46;0;0,46;0,46;0,46;0,46;0;0;0,46;0;0;0,46;0;0,46;0;0;0;0,151;0,227;0,075;0,075;0,075;0;2,482;12;139;-1
0;0;0;0;0,59;0;0;0;0;1,18;0;0,59;0;0;0;0;0;0;1,77;0;0;0;0;0;0,59;0,59;0;1,18;0;0;0;0;0,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,215;0;0,107;0;0;2,741;11;85;-1
0,06;0;0,36;0;0,12;0;0;0,06;0,06;0;0,12;0,66;0;0;0;0,06;0,18;0,06;0,6;0;0,78;0;0;0;1,99;0,42;0;0;0;0,18;0,18;0;0;0;0,06;0;0,18;0;0;0;0;0,06;0;0;0;0;0;0,24;0,008;0,099;0;0;0,008;0,016;1,972;27;941;-1
0;0;0;0;0;0,65;0;0,65;0;0,65;0;1,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,65;0;0;0;0,108;0,108;0;0;0,108;0;1,924;9;102;-1
0,58;0;0;0;0,58;0;0;0;0;0;0;0;0;0;0;0;0;0;2,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,58;0;0;0,58;0;0;0,58;1,16;0;0;0;0,165;0;0,082;0;1,403;2,674;17;115;-1
0;0;0;0;0;0;0;0;0;0;0;4,25;0;0;0;0;0;0;6,38;0;0;0;0;0;0;0;2,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,133;3;17;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;-1
0;0;0;0;0;0;1,66;0;0;0;0;0;0;0;0;0;0;0;3,33;0;0;0;0;3,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,368;0;0;2,611;12;47;1
0;0;0;0;0,68;0;2,04;0;0;0;0;0;0;0;0;0;0;2,04;1,36;0,68;2,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,309;0;0;2,111;14;95;1
0;0;0;0;3,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,96;0;1,96;1,96;0;0;0;0;0;0;0,348;0;0;1,312;4;21;-1
0;0;0;0;1,9;0;0,95;0;0;0,95;0;0,95;0;0;0;0;0;0;5,71;3,8;2,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,147;0;0;1,4;6;21;1
0,17;0;0,51;0;0,17;0;0;0;0;1,36;0;0,17;0;0;0;0,17;0,34;0;1,19;0;0,85;0;0;0;1,53;0,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027;0,111;0;0,167;0;0;1,894;22;216;-1
0,04;0,14;0,29;0;0,04;0,04;0;0,09;0;0,19;0,09;1,04;0;0;0;0;0;0,24;0,09;0;0,04;0;0;0;0,04;0;0;0;0;0,09;0;0;0;0;0;0,09;0,24;0;0;0;0;0;0,04;0;0;0;0;0;0,02;0,16;0,006;0;0;0;2,667;185;1763;-1
0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0,74;0;0;2,166;7;26;-1
0;0;0,68;0;0;0;0;1,36;0;0;0,68;0,68;0;0;0;0;0;0;3,4;0;1,36;0;0,68;0,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,238;0,238;0;2,232;19;96;1
0,05;0,3;0,4;0;0,1;0,05;0;0,05;0,1;0;0;0,3;0,2;0;0,05;0;0;0,5;1,55;0,3;0,75;0;0,15;0,2;0,05;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0;0;0,045;0;0,054;0,118;0;2,37;96;588;1
0;0,74;1,85;0;0;0,37;0;0,37;0,74;1,11;0,37;0,74;0;0,37;0;0,37;0,37;0,37;1,48;0;2,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,11;0;0;0;0;0;0;0;0,37;0;0;0;0;0,336;0;1,211;0,471;0,067;18,4;393;736;1
0,14;0,14;0,29;0;0,29;0,29;0;0,29;0;0;0,29;0;0,14;0;0;0,87;0,29;0,43;3,66;0;1,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29;0;0;0;0;0;0;0;0,58;0;0;0;0;0,024;0;0,265;0;0;3,121;38;437;1
0;2,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;0;2,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,12;0;0;0;0;0;0;0;0;4,117;47;70;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,99;0;0,99;0;0;0;0;0;1,98;0;0;0;0;0;0;0;0;0;0,99;0;0;0;0;0;0;0,99;0,99;0;0;0;0;0;0;0;0;0;1,478;5;34;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,833;0;0;1,375;3;11;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,331;0;0,331;0;0;1,714;4;24;-1
0;0;0,32;0;0,65;0,65;0,32;0,32;0;0;0;0,32;0,32;0;0;0,32;0,32;0;2,28;0;3,25;0;0;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32;0;0;0;0;0,104;0;0;0,157;0,052;1,537;10;143;1
0,9;0;0;0;0;0;0;0;0;0;0;2,7;0;0;0;0;0;0;3,6;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0,9;0;0,479;0;0;0;0;2,166;8;52;-1
0,22;0;0;0;0;0,22;0,22;0;0;0,22;0;0,22;0;0;0;0,22;0;0;2,03;0;0,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,271;0;0,647;0;0;1,869;21;215;1
0;0;0;0;0;0;0;0;0;0;0;1,22;0;0;0;0;0;0;1,84;0;0,61;0;0;0;0;0;0;0;0;0,61;0;0;0;0;0;0;0;0;0;0;0,61;0;0;0;0;0,61;0;0;0;0,109;0,109;0,327;0;0;1,068;2;47;-1
0;0;0;0;0;0;0;0;0;0;0;2,89;0;0;0;0,57;0;0;0;0;1,73;0;0;0;2,31;0;0;0;0;3,46;0;0;0;0;0;0;0,57;0;0;0;0;0;0;0;0;0;0;0;0;0,163;0;0;0;0;1,9;12;76;-1
0;0;0;0;0;0;2,94;1,47;1,47;1,47;1,47;0;0;0;0;0;1,47;0;0;1,47;4,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,47;0;0;0;0;0;0;0;0;0;0;0;0;0,142;0;0,427;0,142;0;92,333;274;277;1
0,07;0,37;0,81;0;0,51;0,29;0,07;0;0,07;0,37;0,07;1,48;0,14;0;0,07;0;0,14;0,44;3,55;0;1,85;0;0;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0,14;0;0;0;0;0;0;0;0;0;0;0;0,052;0,073;0;0,167;0,167;0,01;3,412;44;795;1
0;0;0;0;1,26;0;0;0;0;0;0;1,26;0;0;0;1,26;0;0;2,53;0;0;0;0;0;0;0;1,26;0;1,26;0;0;0;0;0;0;0;0;0;0;0;0;1,26;0;0;1,26;0;0;0;0;0;0;0;0;0;1,285;5;18;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,363;11;26;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;-1
0;0,19;0,39;0;0;0;0,19;0;0;0;0;0;0;0;0;0;0;0,19;2,36;0;1,18;0;0;0,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03;0;0,152;0;0;1,357;19;148;1
0,86;0;0;0;0;0;0;0;0;0;0;2,6;0;0;0;0;0;0;2,6;0;0;0;0;1,73;0;0;0,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,86;0;0;0;0,86;0,561;0,14;0;0;0;0;1,352;6;23;-1
0;0;0;0;0;0;0;1,78;0;0;0;0;0;1,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;1,444;5;13;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;-1
0;0;2,08;0;0;0;0;0;0;0;0;2,08;0;2,08;0;0;0;0;2,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;11;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,26;5,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,26;2,53;0;0;0;0;0,263;0;0;0;0;2;5;32;-1
0;0,27;0,27;0;1,09;0;0;0;0,82;0,54;0;0,27;0,27;0;0;0,27;0,54;0;2,46;0;2,19;0;0;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,085;0,128;0;2,484;20;164;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,84;0;0;0;0;0;0;0;0;0;0;0,719;0;1,25;2;10;-1
0;0,55;0,55;0;1,11;0,55;2,23;0;0;0,55;0;0,55;0;0;0;0;0;0,55;3,35;0;1,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,55;0;0;0;0;0,159;0;0,479;0;0,079;16,739;147;385;1
0;0;0,23;0;0;0;0,23;0;0;0,95;0;0,47;0;0,23;0;0,23;0,95;0;2,38;0;1,9;0;0;0,47;0;0;0;0;0;0;0;0;0;0;0;0,23;0,23;0;0;0;0;0;0;0;0;0;0;0;0;0,123;0;0,197;0;0,024;5,038;280;519;1
0;0;0;0;0;0;0,96;0;0;1,92;0,96;0;0;0;0;0;0;0,96;3,84;0;0,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,96;0;0;0;0;0;0;0;0;0;0;0;0,462;0;0;1,312;6;21;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,86;0;0;0;0,86;0;0;0;0,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,944;8;35;-1
0;0;0;0;0;0,49;0;0;0;0;0;0;0;0;0;0;0;0;1,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49;0;0;0;0,49;0;0,49;0;0;0;0;0,195;0;0,097;0;0;2,3;18;69;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0,47;0;0;0;0,252;0,168;0,168;0;0;1,228;5;43;-1
0;0;0;0;0;0;0;0;0;0;0;1,38;0;0;0;0;0;0;1,38;0;1,38;0;0;0;1,38;1,38;2,77;0;0;0;0;0;0;0;0;0;1,38;0;1,38;0;0;0;1,38;0;0;0;0;0;0;0;0,224;0,448;0;0;1,451;12;45;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,32;0;0;0;0;0;1,98;3,97;0;0;0;0,66;0;0;0;0;0;0,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,102;0;0;2,531;30;81;-1
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;-1
0,23;0;0;0;0;0,23;0;0;0;0;0;0,92;0,46;0;0;0;0;0;2,76;0;2,76;0;0;0,69;0;0;0;0;0;0;0;0;0,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,445;0;0,202;0,121;0;1,945;7;142;-1
0,46;0,93;0,93;0;0,46;0;0;0,46;0;1,86;0;2,33;0;0,46;0;0,46;0;0;1,86;0;5,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,252;0;1,683;0,168;0,084;57,076;634;742;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,32;0;0;2,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,32;0;0;0;0;0;0;0,416;0,416;0;0;0;0;1;1;9;-1
0;0;0;0;0;0;0;0;0;0;0;1,31;0;0;0;0;0;0;0;0;0;0;0;0;2,63;2,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,208;10;53;-1
0;1,36;0,9;0;0;0;0;0;0;1,81;0;0,45;0;0;0;0;0;1,81;0;0;3,18;0;0;0;0,45;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,199;0;0;0;0;3,382;53;159;-1
0,14;0,29;0,44;0;0,88;0,29;0;0;1,47;1,47;0,14;1,91;0,29;0;0,58;0,29;0;1,62;2,35;0,14;2,35;0;0,73;0,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023;0;1,004;0,215;0,047;6,602;217;898;1
0;0,64;0,64;0;0,64;0;0,64;0;2,59;1,29;1,29;1,94;0;0;0;0,64;0,64;0,64;3,24;0;2,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,233;0;0;1,136;4;25;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,69;0;0;0;0;0;0;0;0;0;0;0;4,34;0;0;0;0;1,44;1,44;0;1,44;0;0;0;0;0;0,222;0;0;0;5,357;28;150;-1
0;0;0;0;0;0;0;0;0;0;0;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,6;7;64;-1
0;0;0;0;0;0;0;4,23;0;0;0;0;0;0;0;0;0,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,84;0;0,84;0;1,69;0;0,84;0;0,84;1,69;0;0;0;0;0,126;0;0;0;1,605;12;61;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;-1
0;0;0,22;0;0;0;0;0;0;0;0;0,22;0;0;0;0;0;0;1,11;0;0,22;7,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22;0;0;0;0;0;0;0;0;0;3,125;0;0;0,24;0;0,28;5,397;43;448;-1
0,02;0;0,1;0;0,05;0,05;0;0,13;0,3;0;0;0,13;0;0;0;0;0;0,02;0,1;0;0,08;0;0;0;0,46;0,49;0,02;0;0;0;0;0;0,27;0;0;0;0,41;0;0,13;0;0;0;0;0;0;0;0;0;0,166;0,158;0,047;0;0,007;0;2,984;52;1758;-1
0,15;0,45;1,05;0;0,45;0;0;1,81;0,6;0,75;0;0,9;0,3;0;0,3;0;0;0;4,07;0;1,51;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15;0;0;0;0;0,25;0;1,318;0,068;0;5,301;130;774;1
0,34;0,42;0,25;0;0,08;0,42;0,08;0,25;0,08;1,63;0,34;0,51;0,94;0;0,17;0,08;0;0;3;0;0,94;0;0,34;0,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17;0;0;0;0;0,063;0;0,287;0,223;0,079;3,314;62;537;1
0;0;0;0;0;0,44;0;0;0;0;0;0;0;0;0;0,44;0;0,44;0,44;0;0,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,44;0;0;0;0;0;0;0;0,44;0,44;0;0;0;0,175;0,058;0;0;0,058;8,478;122;390;-1
0;0;0,25;0;0;0;0;0;0;0;0;0,25;0,25;0;0;0;0;0;4,02;0;4,02;0;0;0;0,75;0,75;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;0,111;0;0;0;0;4,446;29;209;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,44;0;0;0;0;0,196;0;0,392;0,196;0;5,466;22;82;1
0,14;0;0,28;0;0,09;0,24;0,04;0,04;0,24;0;0;0,52;0,04;0,09;0;0;0,14;0;0,24;0,04;0,28;0;0,38;0,14;0;0;0;0;0;0;0;0;0;0;0;0,19;0;0;0;0,04;0;0;0;0,04;0,09;0;0;0;0;0,061;0;0,007;0,099;0;1,867;14;521;1
0,54;0;1,08;0;0,54;0;1,08;0;0;0;0;0,54;0;0;0;0,54;0,54;0;4,32;0;1,08;0;1,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,54;0;0;0;0;0;0;1,218;0,261;0;5,323;68;181;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0;1,625;6;13;-1
0;0;0;0;1,29;0;0;0;0;0;0;0;0;0;0;0,64;0;1,29;2,58;0,64;1,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0;0;0;0;0;0;0;0;0;0,224;0;2,354;0;0;2,09;13;69;1
0;0;0;0;0;0;0;0;0;0;0;1,11;0;0;0;0;0;0;0;0;0;0;0;0;1,11;1,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,183;0;0;0;0;1,8;4;36;-1
0;0;0;0;0;0;0;0;0;0;0;0;0;2,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,03;0;0;0;0;0;0;0;0;1,03;0;0;0;0;0,17;0;0,17;0,341;0;3,809;24;80;1
